tree,slope,week,cwc,time_season,site,date_new,date_wp
2087,0.010064492307692319,11,0,before leafout,PineNeedle,2022-03-16,2022-03-16
2087,0.010064492307692319,19,0.0138066,after leafout,PineNeedle,2022-05-11,2022-05-11
2087,0.010064492307692319,37,0.0299489,after leafout,PineNeedle,2022-09-15,2022-09-15
2087,0.010064492307692319,29,NA,after leafout,PineNeedle,2022-07-19,2022-07-19
2087,0.010064492307692319,17,NA,after leafout,PineNeedle,2022-04-29,2022-04-29
2087,0.010064492307692319,15,0.0355636,before leafout,PineNeedle,2022-04-12,2022-04-12
2087,0.010064492307692319,14,0.0419294,before leafout,PineNeedle,2022-04-05,2022-04-05
2090,0.002970749999999997,29,NA,after leafout,PineNeedle,2022-07-19,2022-07-19
2090,0.002970749999999997,14,0.0634976,before leafout,PineNeedle,2022-04-05,2022-04-05
2090,0.002970749999999997,19,0.0392496,after leafout,PineNeedle,2022-05-11,2022-05-11
2090,0.002970749999999997,21,0.0301365,after leafout,PineNeedle,2022-05-29,2022-05-29
2090,0.002970749999999997,11,0.0352291,before leafout,PineNeedle,2022-03-16,2022-03-16
2090,0.002970749999999997,37,0,after leafout,PineNeedle,2022-09-15,2022-09-15
2090,0.002970749999999997,17,NA,after leafout,PineNeedle,2022-04-29,2022-04-29
2090,0.002970749999999997,15,0.0393696,before leafout,PineNeedle,2022-04-12,2022-04-12
2343,-0.012947406779661021,37,0,after leafout,Hobbiton,2022-09-15,2022-09-15
2343,-0.012947406779661021,29,NA,after leafout,Hobbiton,2022-07-19,2022-07-19
2343,-0.012947406779661021,18,0.0224684,after leafout,Hobbiton,2022-05-03,2022-05-03
2343,-0.012947406779661021,17,0.0297935,after leafout,Hobbiton,2022-04-29,2022-04-29
2343,-0.012947406779661021,33,NA,after leafout,Hobbiton,2022-08-18,2022-08-18
2343,-0.012947406779661021,15,0.0109444,before leafout,Hobbiton,2022-04-12,2022-04-12
2343,-0.012947406779661021,12,0.0638143,before leafout,Hobbiton,2022-03-22,2022-03-22
2343,-0.012947406779661021,19,0.0215256,after leafout,Hobbiton,2022-05-11,2022-05-11
2343,-0.012947406779661021,21,0.0241679,after leafout,Hobbiton,2022-05-29,2022-05-29
2343,-0.012947406779661021,10,0.0923277,before leafout,Hobbiton,2022-03-08,2022-03-08
2343,-0.012947406779661021,14,0.0689302,before leafout,Hobbiton,2022-04-05,2022-04-05
2347,-0.008072345348837207,33,NA,after leafout,Hobbiton,2022-08-18,2022-08-18
2347,-0.008072345348837207,11,0.0352019,before leafout,Hobbiton,2022-03-16,2022-03-16
2347,-0.008072345348837207,29,NA,after leafout,Hobbiton,2022-07-19,2022-07-19
2347,-0.008072345348837207,10,0.0577666,before leafout,Hobbiton,2022-03-08,2022-03-08
2347,-0.008072345348837207,37,0,after leafout,Hobbiton,2022-09-15,2022-09-15
2347,-0.008072345348837207,19,0,after leafout,Hobbiton,2022-05-11,2022-05-11
2347,-0.008072345348837207,12,0.0352206,before leafout,Hobbiton,2022-03-22,2022-03-22
2347,-0.008072345348837207,21,0.008127,after leafout,Hobbiton,2022-05-29,2022-05-29
2347,-0.008072345348837207,14,0.039479,before leafout,Hobbiton,2022-04-05,2022-04-05
2347,-0.008072345348837207,18,0.008706,after leafout,Hobbiton,2022-05-03,2022-05-03
2347,-0.008072345348837207,17,0.0117294,after leafout,Hobbiton,2022-04-29,2022-04-29
2347,-0.008072345348837207,15,0,before leafout,Hobbiton,2022-04-12,2022-04-12
2365,-0.005907226744186045,11,0.0510462,before leafout,MiddleEarth,2022-03-16,2022-03-16
2365,-0.005907226744186045,33,NA,after leafout,MiddleEarth,2022-08-18,2022-08-18
2365,-0.005907226744186045,37,0,after leafout,MiddleEarth,2022-09-15,2022-09-15
2365,-0.005907226744186045,10,0.0523364,before leafout,MiddleEarth,2022-03-08,2022-03-08
2365,-0.005907226744186045,21,0,after leafout,MiddleEarth,2022-05-29,2022-05-29
2365,-0.005907226744186045,29,NA,after leafout,MiddleEarth,2022-07-19,2022-07-19
2365,-0.005907226744186045,12,0.0643393,before leafout,MiddleEarth,2022-03-22,2022-03-22
2365,-0.005907226744186045,18,0.0215106,after leafout,MiddleEarth,2022-05-03,2022-05-03
2365,-0.005907226744186045,19,0,after leafout,MiddleEarth,2022-05-11,2022-05-11
2365,-0.005907226744186045,14,0.0649815,before leafout,MiddleEarth,2022-04-05,2022-04-05
2365,-0.005907226744186045,15,0.0066281,before leafout,MiddleEarth,2022-04-12,2022-04-12
2365,-0.005907226744186045,17,0.0254951,after leafout,MiddleEarth,2022-04-29,2022-04-29
2367,-0.005963052325581397,14,0.0444385,before leafout,MiddleEarth,2022-04-05,2022-04-05
2367,-0.005963052325581397,12,0.0556682,before leafout,MiddleEarth,2022-03-22,2022-03-22
2367,-0.005963052325581397,19,0,after leafout,MiddleEarth,2022-05-11,2022-05-11
2367,-0.005963052325581397,11,0.0534923,before leafout,MiddleEarth,2022-03-16,2022-03-16
2367,-0.005963052325581397,29,NA,after leafout,MiddleEarth,2022-07-19,2022-07-19
2367,-0.005963052325581397,15,0,before leafout,MiddleEarth,2022-04-12,2022-04-12
